drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Serozepam71,Antidepressant,Allergy relief,Dry mouth,mild,Approved
Cefprofen55,Anti-inflammatory,Bacterial infections,"Dry mouth,Rash,Constipation",severe,Approved
Cefxetine92,Antipyretic,Allergy relief,"Blurred vision,Diarrhea",moderate,Pending
Rivastatin37,Anti-inflammatory,Viral infections,"Rash,Headache,Dizziness",mild,Rejected
Virazole71,Anti-inflammatory,Depression treatment,Rash,mild,Pending
Rivamab22,Antipsychotic,Pain relief,"Rash,Fatigue",mild,Pending
Amoxcillin98,Antihistamine,Viral infections,"Insomnia,Dry mouth",mild,Approved
Cefzepam94,Antiviral,Depression treatment,"Rash,Dry mouth",moderate,Rejected
Daxodipine26,Anti-inflammatory,Prevent infectious disease,"Headache,Constipation",severe,Approved
Zylocillin70,Antiviral,Fungal infections,"Fatigue,Blurred vision",mild,Pending
Loxoparin13,Antiviral,Bacterial infections,Headache,moderate,Pending
Cefmab84,Antiviral,Allergy relief,Dizziness,severe,Rejected
Mecomab57,Antihistamine,Prevent infectious disease,"Headache,Insomnia,Blurred vision",severe,Pending
Zylovir94,Anti-inflammatory,Prevent infectious disease,Insomnia,mild,Approved
Serostatin24,Vaccine,Viral infections,Headache,mild,Approved
Seroprofen34,Antipsychotic,Pain relief,"Rash,Headache",severe,Rejected
Amoxcillin71,Antifungal,Pain relief,"Rash,Insomnia",mild,Pending
Virastatin26,Antibiotic,Prevent infectious disease,Dry mouth,moderate,Pending
Rivacillin82,Analgesic,Allergy relief,"Dry mouth,Nausea,Blurred vision",severe,Approved
Cefdipine14,Anti-inflammatory,Psychosis control,"Nausea,Dizziness,Headache",moderate,Pending
Zylostatin93,Antiviral,Bacterial infections,"Diarrhea,Nausea,Rash",moderate,Pending
Fenoxetine95,Antihistamine,Depression treatment,Nausea,mild,Rejected
Serocillin95,Antihistamine,Fever reduction,"Insomnia,Rash,Nausea",mild,Approved
Cefxetine60,Antidepressant,Inflammation reduction,"Fatigue,Diarrhea",severe,Approved
Viraxetine36,Antidepressant,Fungal infections,Dizziness,moderate,Rejected
Loxodipine33,Antibiotic,Bacterial infections,Diarrhea,mild,Approved
Cefprofen67,Antiviral,Psychosis control,"Diarrhea,Blurred vision,Rash",mild,Approved
Zyloprofen25,Antibiotic,Fever reduction,Constipation,moderate,Rejected
Mecoparin38,Analgesic,Inflammation reduction,"Dizziness,Fatigue",severe,Approved
Fenozepam61,Antibiotic,Inflammation reduction,"Dizziness,Nausea",moderate,Rejected
Zyloxetine98,Antiviral,Bacterial infections,Headache,mild,Approved
Fenozepam26,Anti-inflammatory,Viral infections,"Fatigue,Dizziness,Blurred vision",severe,Rejected
Viraprofen94,Antiviral,Prevent infectious disease,"Blurred vision,Headache",mild,Rejected
Fenozepam78,Antibiotic,Depression treatment,"Constipation,Nausea,Fatigue",severe,Approved
Serocillin26,Antifungal,Depression treatment,"Constipation,Insomnia,Dizziness",moderate,Pending
Amoxprofen97,Antibiotic,Psychosis control,"Diarrhea,Insomnia",moderate,Approved
Loxoparin94,Analgesic,Pain relief,"Blurred vision,Headache",moderate,Pending
Daxoxetine74,Antidepressant,Allergy relief,Nausea,severe,Pending
Amoxzole45,Antihistamine,Depression treatment,"Nausea,Insomnia",moderate,Rejected
Zylozole96,Vaccine,Allergy relief,Insomnia,severe,Rejected
Amoxparin41,Anti-inflammatory,Fungal infections,"Dry mouth,Constipation,Blurred vision",severe,Pending
Fenomab73,Antipyretic,Viral infections,Diarrhea,severe,Rejected
Serozole98,Antidepressant,Bacterial infections,"Dry mouth,Blurred vision",moderate,Approved
Loxoxetine33,Antibiotic,Allergy relief,Headache,mild,Approved
Mecodipine78,Vaccine,Depression treatment,"Rash,Dizziness",severe,Pending
Rivaprofen49,Antihistamine,Pain relief,Dizziness,severe,Approved
Fenostatin84,Analgesic,Bacterial infections,"Dizziness,Dry mouth",moderate,Pending
Rivaprofen80,Antibiotic,Pain relief,Nausea,mild,Rejected
Viradipine61,Anti-inflammatory,Prevent infectious disease,Dry mouth,mild,Approved
Fenoparin86,Vaccine,Fever reduction,Dry mouth,moderate,Pending
Amoxvir18,Antifungal,Prevent infectious disease,"Blurred vision,Dizziness",moderate,Approved
Viraxetine28,Anti-inflammatory,Viral infections,"Insomnia,Blurred vision",moderate,Approved
Cefxetine20,Antipyretic,Viral infections,"Insomnia,Blurred vision",mild,Approved
Seroxetine31,Antiviral,Pain relief,"Diarrhea,Constipation,Dizziness",mild,Rejected
Amoxxetine87,Antiviral,Viral infections,Diarrhea,severe,Pending
Daxozole34,Antipyretic,Bacterial infections,"Headache,Insomnia",mild,Rejected
Zylostatin92,Antihistamine,Fever reduction,"Diarrhea,Blurred vision,Nausea",moderate,Pending
Serozepam90,Antipsychotic,Allergy relief,Dry mouth,severe,Rejected
Fenoprofen93,Antiviral,Fever reduction,Rash,mild,Pending
Rivaxetine90,Analgesic,Depression treatment,Fatigue,mild,Rejected
Daxozole40,Antifungal,Bacterial infections,"Diarrhea,Constipation",severe,Approved
Rivadipine90,Analgesic,Pain relief,"Fatigue,Diarrhea",mild,Rejected
Zylostatin42,Antifungal,Prevent infectious disease,Constipation,mild,Approved
Serocillin90,Antidepressant,Depression treatment,"Insomnia,Headache",severe,Approved
Loxomab92,Antifungal,Psychosis control,Headache,mild,Rejected
Loxodipine45,Antihistamine,Depression treatment,"Diarrhea,Fatigue,Constipation",mild,Pending
Loxostatin62,Anti-inflammatory,Fever reduction,"Headache,Fatigue,Dry mouth",mild,Pending
Rivazole52,Antipsychotic,Inflammation reduction,Constipation,severe,Approved
Serozepam72,Antidepressant,Psychosis control,"Diarrhea,Blurred vision,Insomnia",moderate,Approved
Viraprofen25,Antifungal,Bacterial infections,"Constipation,Fatigue",mild,Rejected
Viracillin43,Analgesic,Fever reduction,Blurred vision,mild,Pending
Amoxparin93,Antibiotic,Fever reduction,"Headache,Constipation",severe,Rejected
Amoxvir81,Antiviral,Pain relief,"Headache,Dry mouth",moderate,Rejected
Daxoparin23,Antipyretic,Fever reduction,Nausea,mild,Pending
Amoxparin16,Antibiotic,Allergy relief,"Dry mouth,Diarrhea",severe,Approved
Daxovir89,Antipsychotic,Inflammation reduction,"Constipation,Fatigue,Dry mouth",mild,Rejected
Zylomab58,Antipyretic,Inflammation reduction,"Diarrhea,Fatigue",moderate,Approved
Amoxmab22,Analgesic,Bacterial infections,"Nausea,Dry mouth,Constipation",mild,Pending
Rivastatin32,Antidepressant,Prevent infectious disease,"Insomnia,Dizziness",mild,Pending
Zylostatin60,Anti-inflammatory,Allergy relief,Fatigue,mild,Pending
Fenozepam42,Antipsychotic,Inflammation reduction,"Dry mouth,Headache,Rash",mild,Approved
Fenostatin78,Antibiotic,Viral infections,"Headache,Insomnia",mild,Approved
Rivaparin20,Antiviral,Fever reduction,"Diarrhea,Nausea,Headache",severe,Pending
Mecovir64,Antidepressant,Fever reduction,"Headache,Blurred vision",mild,Approved
Virastatin63,Analgesic,Viral infections,"Insomnia,Blurred vision",severe,Pending
Cefdipine80,Antipsychotic,Inflammation reduction,"Rash,Headache,Nausea",mild,Pending
Daxomab11,Antidepressant,Prevent infectious disease,"Dry mouth,Constipation,Diarrhea",moderate,Pending
Daxoxetine27,Antidepressant,Prevent infectious disease,Constipation,severe,Approved
Amoxxetine23,Antihistamine,Psychosis control,"Headache,Insomnia,Nausea",severe,Rejected
Mecozepam16,Antipsychotic,Depression treatment,"Fatigue,Blurred vision",moderate,Approved
Mecodipine88,Antihistamine,Pain relief,"Dizziness,Dry mouth",moderate,Pending
Seroprofen94,Vaccine,Depression treatment,Dry mouth,severe,Rejected
Daxozepam65,Antifungal,Fever reduction,"Dry mouth,Insomnia",mild,Rejected
Loxoxetine44,Vaccine,Pain relief,Fatigue,severe,Approved
Amoxprofen88,Antidepressant,Allergy relief,"Headache,Insomnia,Diarrhea",mild,Pending
Daxomab52,Vaccine,Allergy relief,Dizziness,moderate,Rejected
Amoxcillin65,Antibiotic,Prevent infectious disease,Dry mouth,moderate,Rejected
Cefzole11,Antihistamine,Viral infections,Rash,moderate,Approved
Viradipine65,Antipsychotic,Bacterial infections,"Fatigue,Diarrhea,Headache",severe,Rejected
Daxozepam86,Antipyretic,Allergy relief,"Headache,Dizziness,Insomnia",mild,Approved
Amoxprofen67,Vaccine,Viral infections,"Headache,Diarrhea",moderate,Rejected
Mecoxetine64,Antibiotic,Fungal infections,Insomnia,moderate,Rejected
Zylozole29,Antifungal,Depression treatment,"Constipation,Insomnia",severe,Approved
Zylomab53,Antiviral,Depression treatment,"Insomnia,Headache,Diarrhea",moderate,Pending
Cefzole35,Anti-inflammatory,Prevent infectious disease,"Dry mouth,Constipation",mild,Approved
Zylovir85,Antipsychotic,Fever reduction,"Headache,Diarrhea,Rash",mild,Pending
Amoxzole56,Antidepressant,Fever reduction,Constipation,severe,Rejected
Zylozepam47,Antipyretic,Inflammation reduction,"Fatigue,Rash,Diarrhea",severe,Rejected
Viraparin32,Antidepressant,Prevent infectious disease,"Fatigue,Constipation",severe,Rejected
Zylozole18,Antidepressant,Inflammation reduction,Headache,mild,Rejected
Seroxetine96,Anti-inflammatory,Allergy relief,"Fatigue,Rash,Blurred vision",severe,Pending
Fenocillin86,Antihistamine,Psychosis control,"Dry mouth,Constipation,Insomnia",mild,Approved
Fenoprofen97,Antiviral,Fungal infections,"Fatigue,Diarrhea",mild,Pending
Daxoparin47,Antiviral,Bacterial infections,"Blurred vision,Diarrhea",moderate,Pending
Rivaparin87,Vaccine,Prevent infectious disease,"Fatigue,Insomnia,Dry mouth",severe,Rejected
Loxostatin91,Antiviral,Viral infections,"Dry mouth,Fatigue",mild,Approved
Loxoxetine13,Analgesic,Allergy relief,"Nausea,Dry mouth,Blurred vision",severe,Rejected
Fenoprofen89,Anti-inflammatory,Fever reduction,"Headache,Nausea",severe,Approved
Fenoparin19,Antipsychotic,Psychosis control,"Insomnia,Blurred vision,Dry mouth",mild,Rejected
Loxovir91,Vaccine,Prevent infectious disease,Dry mouth,mild,Approved
Cefparin16,Antidepressant,Inflammation reduction,"Rash,Dizziness",moderate,Rejected
Amoxcillin64,Anti-inflammatory,Fungal infections,"Dizziness,Fatigue,Constipation",severe,Pending
Zyloprofen64,Antipsychotic,Allergy relief,Diarrhea,moderate,Pending
Fenozepam92,Antibiotic,Allergy relief,"Blurred vision,Dizziness,Fatigue",severe,Rejected
Loxostatin47,Vaccine,Allergy relief,Dry mouth,severe,Approved
Loxoxetine40,Anti-inflammatory,Fungal infections,"Diarrhea,Dry mouth",severe,Rejected
Fenomab49,Antipsychotic,Viral infections,"Blurred vision,Insomnia",mild,Pending
Viraparin82,Antidepressant,Allergy relief,Nausea,moderate,Pending
Loxostatin71,Analgesic,Fungal infections,Dry mouth,mild,Approved
Serozepam35,Antibiotic,Bacterial infections,Dizziness,mild,Pending
Virastatin49,Vaccine,Pain relief,"Insomnia,Dizziness",mild,Rejected
Cefxetine21,Antidepressant,Psychosis control,Constipation,mild,Pending
Cefxetine46,Vaccine,Depression treatment,"Fatigue,Insomnia,Nausea",mild,Rejected
Rivaxetine60,Antifungal,Allergy relief,"Dry mouth,Insomnia,Nausea",severe,Rejected
Loxozepam65,Antipsychotic,Fungal infections,"Dizziness,Rash",severe,Pending
Mecodipine19,Antipyretic,Pain relief,"Constipation,Rash,Headache",moderate,Pending
Virastatin40,Antihistamine,Viral infections,"Blurred vision,Constipation",severe,Approved
Fenoprofen78,Vaccine,Viral infections,"Dizziness,Constipation,Headache",mild,Approved
Cefzepam62,Antipyretic,Psychosis control,Headache,severe,Rejected
Daxoxetine26,Antifungal,Allergy relief,"Dry mouth,Dizziness,Blurred vision",moderate,Pending
Viraprofen92,Vaccine,Allergy relief,"Dizziness,Dry mouth",moderate,Approved
Serovir99,Antipsychotic,Depression treatment,Diarrhea,moderate,Rejected
Fenoxetine28,Antifungal,Fungal infections,Blurred vision,mild,Approved
Viramab63,Antiviral,Depression treatment,"Constipation,Dizziness,Dry mouth",severe,Pending
Daxozepam73,Antiviral,Fungal infections,"Insomnia,Dry mouth",mild,Approved
Mecovir95,Analgesic,Bacterial infections,"Nausea,Dizziness",severe,Pending
Seromab27,Analgesic,Allergy relief,"Dizziness,Constipation",severe,Pending
Daxomab91,Antidepressant,Allergy relief,Nausea,mild,Approved
Amoxxetine71,Anti-inflammatory,Prevent infectious disease,"Headache,Fatigue",moderate,Approved
Serozepam96,Antihistamine,Psychosis control,"Headache,Dry mouth",mild,Approved
Daxostatin88,Antiviral,Fever reduction,Blurred vision,mild,Approved
Mecoparin37,Antipyretic,Allergy relief,"Rash,Fatigue",mild,Pending
Rivamab66,Vaccine,Prevent infectious disease,"Blurred vision,Diarrhea",severe,Rejected
Rivadipine35,Antiviral,Allergy relief,"Constipation,Insomnia,Headache",mild,Rejected
Cefxetine29,Vaccine,Pain relief,Dizziness,mild,Pending
Mecovir22,Vaccine,Allergy relief,"Rash,Dizziness",mild,Rejected
Daxomab60,Antipyretic,Psychosis control,"Dry mouth,Insomnia,Blurred vision",moderate,Approved
Seroprofen44,Antipsychotic,Prevent infectious disease,"Rash,Nausea",moderate,Rejected
Fenostatin19,Antifungal,Depression treatment,"Headache,Dizziness",severe,Approved
Mecozepam44,Analgesic,Inflammation reduction,Rash,severe,Rejected
Amoxxetine11,Antipsychotic,Inflammation reduction,Fatigue,severe,Rejected
Mecostatin14,Anti-inflammatory,Depression treatment,"Nausea,Dizziness",moderate,Pending
Fenodipine32,Analgesic,Bacterial infections,Constipation,severe,Rejected
Serozepam90,Antidepressant,Pain relief,Dry mouth,mild,Rejected
Amoxcillin61,Antidepressant,Fever reduction,"Fatigue,Headache,Blurred vision",mild,Approved
Cefzole43,Antifungal,Prevent infectious disease,Rash,moderate,Approved
Seroparin74,Analgesic,Allergy relief,Nausea,severe,Approved
Seromab52,Antiviral,Viral infections,"Diarrhea,Nausea",moderate,Pending
Rivaparin94,Anti-inflammatory,Fever reduction,"Blurred vision,Insomnia,Rash",moderate,Approved
Cefvir95,Antipsychotic,Fever reduction,Rash,mild,Rejected
Amoxzole86,Analgesic,Fungal infections,"Fatigue,Dry mouth",severe,Approved
Fenocillin18,Anti-inflammatory,Allergy relief,Blurred vision,moderate,Approved
Seroparin76,Antidepressant,Psychosis control,Blurred vision,moderate,Approved
Loxodipine57,Antifungal,Fungal infections,Blurred vision,severe,Pending
Zylovir33,Antifungal,Bacterial infections,"Constipation,Fatigue",mild,Approved
Viracillin58,Analgesic,Allergy relief,"Insomnia,Dry mouth,Constipation",moderate,Pending
Seromab88,Antifungal,Prevent infectious disease,"Nausea,Insomnia,Diarrhea",severe,Rejected
Zylodipine14,Analgesic,Bacterial infections,"Nausea,Rash,Blurred vision",mild,Approved
Rivadipine47,Antiviral,Inflammation reduction,"Nausea,Dry mouth",severe,Rejected
Mecomab85,Antidepressant,Fever reduction,"Nausea,Fatigue,Blurred vision",moderate,Pending
Amoxxetine30,Antifungal,Psychosis control,"Fatigue,Dizziness",severe,Rejected
Daxostatin28,Anti-inflammatory,Viral infections,Blurred vision,mild,Rejected
Seroxetine93,Anti-inflammatory,Depression treatment,"Rash,Dizziness,Dry mouth",mild,Pending
Rivaparin27,Anti-inflammatory,Fever reduction,Fatigue,severe,Rejected
Cefprofen76,Antiviral,Prevent infectious disease,Constipation,mild,Rejected
Amoxparin66,Antibiotic,Depression treatment,"Headache,Blurred vision,Dry mouth",severe,Rejected
Fenozepam96,Antiviral,Fever reduction,"Dizziness,Rash",mild,Pending
Zylodipine37,Anti-inflammatory,Psychosis control,"Rash,Dry mouth",moderate,Rejected
Daxocillin50,Antipsychotic,Inflammation reduction,Nausea,mild,Rejected
Cefvir49,Analgesic,Allergy relief,Dizziness,moderate,Approved
Mecozepam32,Antidepressant,Depression treatment,"Blurred vision,Headache,Dizziness",severe,Approved
Amoxcillin59,Antifungal,Psychosis control,Dry mouth,moderate,Pending
Rivadipine74,Antidepressant,Bacterial infections,"Rash,Headache,Insomnia",mild,Approved
Daxozepam74,Antibiotic,Fungal infections,"Insomnia,Dry mouth",mild,Rejected
Viracillin97,Antibiotic,Fungal infections,"Dizziness,Rash,Nausea",mild,Pending
Cefvir25,Antihistamine,Allergy relief,"Headache,Fatigue",moderate,Pending
Zyloprofen50,Antihistamine,Viral infections,Headache,moderate,Approved
Zylozole18,Antifungal,Fever reduction,"Fatigue,Nausea",moderate,Rejected
Fenozepam21,Anti-inflammatory,Prevent infectious disease,"Diarrhea,Dry mouth",severe,Rejected
Virazepam91,Anti-inflammatory,Psychosis control,Fatigue,severe,Approved
Cefzepam90,Antibiotic,Bacterial infections,"Headache,Dry mouth",moderate,Rejected
Daxostatin49,Antifungal,Pain relief,"Diarrhea,Constipation",mild,Pending
Amoxparin66,Anti-inflammatory,Fever reduction,"Dizziness,Nausea",mild,Approved
Rivaprofen18,Antifungal,Bacterial infections,Dry mouth,severe,Rejected
Daxoparin14,Antifungal,Bacterial infections,"Blurred vision,Rash,Insomnia",severe,Pending
Viraprofen90,Antihistamine,Depression treatment,"Dizziness,Dry mouth",mild,Rejected
Amoxprofen14,Vaccine,Viral infections,"Rash,Dry mouth,Headache",severe,Pending
Seromab18,Antiviral,Pain relief,Dizziness,severe,Approved
Daxocillin68,Antibiotic,Viral infections,"Blurred vision,Nausea,Diarrhea",mild,Approved
Loxovir33,Antibiotic,Fungal infections,"Nausea,Dry mouth",moderate,Rejected
Cefcillin23,Antibiotic,Psychosis control,Dizziness,mild,Approved
Seroprofen12,Analgesic,Inflammation reduction,"Rash,Dizziness,Constipation",moderate,Approved
Zyloprofen25,Analgesic,Allergy relief,Rash,severe,Rejected
Daxocillin56,Anti-inflammatory,Fever reduction,"Blurred vision,Constipation,Dry mouth",severe,Approved
Fenoprofen12,Antipyretic,Allergy relief,"Blurred vision,Diarrhea,Dry mouth",severe,Pending
Cefzepam33,Antifungal,Prevent infectious disease,"Constipation,Rash",mild,Approved
Cefvir94,Vaccine,Depression treatment,"Rash,Dizziness",severe,Approved
Mecozole29,Antipyretic,Fungal infections,"Blurred vision,Rash",severe,Pending
Viradipine96,Antihistamine,Inflammation reduction,Rash,moderate,Rejected
Mecozole85,Antipyretic,Fungal infections,"Headache,Fatigue,Diarrhea",mild,Approved
Daxozepam84,Antidepressant,Pain relief,"Dizziness,Insomnia",moderate,Rejected
Fenozole66,Antipyretic,Fever reduction,Fatigue,severe,Pending
Seroprofen69,Antipsychotic,Depression treatment,"Constipation,Fatigue,Headache",mild,Rejected
Rivamab17,Anti-inflammatory,Psychosis control,"Insomnia,Blurred vision",severe,Pending
Mecozepam35,Antibiotic,Psychosis control,"Rash,Nausea,Dizziness",moderate,Approved
Serozole63,Antipsychotic,Prevent infectious disease,"Constipation,Blurred vision,Insomnia",mild,Pending
Fenodipine80,Antidepressant,Inflammation reduction,Dry mouth,moderate,Pending
Mecoparin14,Antibiotic,Pain relief,Insomnia,mild,Pending
Daxomab45,Antiviral,Pain relief,"Blurred vision,Diarrhea",severe,Pending
Mecozepam41,Analgesic,Depression treatment,"Headache,Fatigue",severe,Pending
Rivamab17,Antidepressant,Prevent infectious disease,"Headache,Insomnia",severe,Pending
Serozole84,Antipyretic,Bacterial infections,"Diarrhea,Rash,Dizziness",moderate,Rejected
Fenozepam55,Antibiotic,Prevent infectious disease,"Constipation,Blurred vision",moderate,Approved
Zyloparin97,Antipsychotic,Fungal infections,Blurred vision,severe,Pending
Loxovir75,Antidepressant,Depression treatment,"Rash,Insomnia",severe,Pending
Fenodipine84,Antiviral,Inflammation reduction,"Rash,Blurred vision",moderate,Pending
Mecoprofen56,Vaccine,Prevent infectious disease,"Blurred vision,Insomnia,Diarrhea",severe,Approved
Rivaprofen59,Vaccine,Allergy relief,Dizziness,severe,Pending
Viradipine19,Antidepressant,Depression treatment,"Constipation,Dry mouth,Insomnia",severe,Approved
Amoxstatin19,Antifungal,Allergy relief,"Diarrhea,Dizziness",moderate,Rejected
Seromab75,Analgesic,Viral infections,Nausea,mild,Rejected
Zylozole76,Anti-inflammatory,Bacterial infections,Headache,mild,Pending
Daxovir39,Analgesic,Prevent infectious disease,Nausea,moderate,Rejected
Viraprofen83,Antidepressant,Fever reduction,"Dizziness,Dry mouth",severe,Rejected
Loxostatin66,Antipsychotic,Fungal infections,Fatigue,moderate,Approved
Loxodipine77,Vaccine,Fungal infections,Rash,mild,Pending
Zylomab43,Vaccine,Prevent infectious disease,"Fatigue,Diarrhea",mild,Pending
Loxoprofen99,Antiviral,Bacterial infections,"Insomnia,Dizziness,Constipation",severe,Rejected
Daxocillin59,Antihistamine,Psychosis control,Dizziness,moderate,Pending
Cefprofen72,Antipsychotic,Bacterial infections,"Diarrhea,Headache",moderate,Pending
Zylozole95,Antidepressant,Fever reduction,Dry mouth,mild,Approved
Viraxetine21,Antipsychotic,Psychosis control,"Nausea,Constipation,Blurred vision",severe,Rejected
Rivazepam31,Antipsychotic,Pain relief,"Dizziness,Diarrhea,Fatigue",severe,Approved
Fenocillin34,Antiviral,Viral infections,Headache,moderate,Rejected
Loxovir26,Anti-inflammatory,Pain relief,Nausea,mild,Rejected
Daxoprofen74,Antifungal,Fever reduction,"Constipation,Fatigue",severe,Pending
Zylostatin92,Analgesic,Bacterial infections,"Blurred vision,Nausea",mild,Rejected
Zyloprofen87,Anti-inflammatory,Viral infections,"Headache,Fatigue,Constipation",mild,Pending
Fenoparin96,Antihistamine,Bacterial infections,Dry mouth,mild,Rejected
Virazole10,Analgesic,Fungal infections,"Dry mouth,Rash,Nausea",severe,Approved
Mecozepam91,Anti-inflammatory,Bacterial infections,Dizziness,moderate,Approved
Loxoxetine30,Antipyretic,Viral infections,"Dry mouth,Constipation",mild,Rejected
Loxoparin21,Anti-inflammatory,Allergy relief,"Constipation,Blurred vision,Diarrhea",mild,Approved
Rivadipine26,Antiviral,Pain relief,"Diarrhea,Dry mouth",moderate,Pending
Viravir78,Antibiotic,Prevent infectious disease,"Nausea,Headache",mild,Pending
Viraparin66,Antipsychotic,Bacterial infections,"Blurred vision,Rash",mild,Approved
Mecozepam69,Anti-inflammatory,Bacterial infections,Dizziness,severe,Rejected
Amoxvir41,Antidepressant,Viral infections,"Constipation,Blurred vision,Dizziness",severe,Rejected
Virazole92,Vaccine,Prevent infectious disease,"Dizziness,Blurred vision",mild,Rejected
Zylocillin45,Analgesic,Pain relief,"Rash,Constipation",severe,Pending
Zyloparin35,Vaccine,Prevent infectious disease,Insomnia,mild,Approved
Viravir41,Antidepressant,Psychosis control,"Fatigue,Rash",mild,Approved
Mecomab60,Antiviral,Prevent infectious disease,Blurred vision,moderate,Approved
Amoxstatin30,Analgesic,Fever reduction,"Fatigue,Insomnia",severe,Rejected
Serodipine33,Antifungal,Fever reduction,"Nausea,Fatigue",moderate,Pending
Mecocillin87,Antipyretic,Prevent infectious disease,"Dry mouth,Fatigue",mild,Pending
Daxovir41,Analgesic,Depression treatment,Diarrhea,severe,Rejected
Serozole25,Antifungal,Prevent infectious disease,"Diarrhea,Blurred vision",severe,Rejected
Daxostatin58,Antidepressant,Inflammation reduction,"Blurred vision,Nausea,Diarrhea",moderate,Pending
Mecomab24,Antiviral,Bacterial infections,"Headache,Nausea",moderate,Approved
Rivaxetine71,Vaccine,Prevent infectious disease,"Rash,Fatigue,Insomnia",moderate,Approved
Viramab49,Antifungal,Bacterial infections,"Rash,Dizziness,Nausea",severe,Pending
Fenodipine86,Antipsychotic,Fungal infections,"Constipation,Dizziness",severe,Pending
Seroparin27,Antifungal,Depression treatment,Nausea,severe,Pending
Amoxstatin28,Anti-inflammatory,Viral infections,Blurred vision,moderate,Pending
Serodipine85,Antipsychotic,Pain relief,"Nausea,Blurred vision,Rash",mild,Pending
Cefdipine98,Analgesic,Allergy relief,"Dry mouth,Diarrhea",mild,Rejected
Fenozepam84,Vaccine,Prevent infectious disease,Insomnia,severe,Approved
Cefzepam49,Anti-inflammatory,Depression treatment,"Headache,Insomnia",severe,Approved
Viraprofen83,Antifungal,Allergy relief,"Rash,Blurred vision,Dizziness",severe,Approved
Mecovir27,Analgesic,Allergy relief,"Dizziness,Fatigue,Headache",mild,Rejected
Cefxetine87,Antipyretic,Allergy relief,"Diarrhea,Blurred vision",mild,Rejected
Amoxcillin42,Vaccine,Bacterial infections,"Insomnia,Dizziness,Fatigue",severe,Pending
Mecozepam65,Antibiotic,Psychosis control,Diarrhea,moderate,Rejected
Seroparin58,Antibiotic,Bacterial infections,"Diarrhea,Headache",mild,Approved
Cefzepam91,Analgesic,Pain relief,"Insomnia,Constipation",mild,Rejected
Virastatin74,Analgesic,Prevent infectious disease,"Blurred vision,Dizziness",severe,Rejected
Mecoprofen55,Antifungal,Depression treatment,"Rash,Diarrhea,Constipation",moderate,Rejected
Daxovir69,Antidepressant,Prevent infectious disease,"Dizziness,Constipation",mild,Pending
Viraprofen54,Antiviral,Pain relief,Insomnia,mild,Rejected
Amoxparin83,Antiviral,Prevent infectious disease,"Dry mouth,Rash,Dizziness",moderate,Rejected
Viraprofen38,Vaccine,Psychosis control,Fatigue,severe,Rejected
Daxostatin19,Antipyretic,Inflammation reduction,"Dry mouth,Dizziness",moderate,Rejected
Fenocillin43,Antipsychotic,Depression treatment,Headache,mild,Approved
Daxomab61,Vaccine,Allergy relief,Rash,mild,Approved
Rivaprofen72,Vaccine,Prevent infectious disease,Diarrhea,severe,Pending
Fenoprofen74,Vaccine,Depression treatment,Fatigue,mild,Approved
Mecodipine80,Antiviral,Fever reduction,"Constipation,Headache",mild,Pending
Zylocillin66,Antibiotic,Depression treatment,"Rash,Headache",mild,Rejected
Fenozole49,Anti-inflammatory,Viral infections,Nausea,mild,Approved
Rivaparin53,Antipyretic,Depression treatment,"Dry mouth,Diarrhea,Nausea",mild,Rejected
Seromab62,Antifungal,Allergy relief,Blurred vision,severe,Pending
Rivaxetine31,Anti-inflammatory,Prevent infectious disease,"Insomnia,Nausea",mild,Pending
Loxozepam13,Antibiotic,Fungal infections,"Fatigue,Headache",mild,Approved
Cefparin54,Antidepressant,Bacterial infections,"Rash,Headache",mild,Approved
Rivaxetine99,Antiviral,Psychosis control,Insomnia,severe,Approved
Fenomab91,Antiviral,Pain relief,"Fatigue,Dizziness",mild,Rejected
Viradipine86,Antihistamine,Bacterial infections,"Diarrhea,Constipation",severe,Approved
Mecovir14,Antidepressant,Viral infections,"Constipation,Insomnia",severe,Approved
Loxomab42,Antifungal,Prevent infectious disease,"Fatigue,Constipation",moderate,Approved
Serostatin46,Vaccine,Pain relief,Fatigue,mild,Approved
Loxoparin72,Antipsychotic,Fungal infections,"Diarrhea,Constipation",moderate,Pending
Cefstatin83,Antifungal,Pain relief,"Nausea,Dry mouth,Dizziness",moderate,Pending
Zyloprofen19,Vaccine,Fungal infections,Headache,moderate,Rejected
Mecoprofen21,Antihistamine,Pain relief,"Blurred vision,Nausea,Rash",severe,Rejected
Zyloprofen60,Antiviral,Inflammation reduction,Fatigue,mild,Pending
Daxostatin14,Antibiotic,Viral infections,"Headache,Fatigue,Diarrhea",moderate,Approved
Fenozole24,Antipyretic,Fever reduction,"Dry mouth,Diarrhea",severe,Approved
Cefprofen50,Vaccine,Bacterial infections,"Dry mouth,Constipation",moderate,Pending
Viramab50,Antibiotic,Pain relief,"Dizziness,Dry mouth,Blurred vision",mild,Rejected
Viramab90,Antifungal,Inflammation reduction,Nausea,moderate,Pending
Daxodipine85,Antipyretic,Bacterial infections,"Insomnia,Rash,Dizziness",moderate,Pending
Mecovir97,Antiviral,Prevent infectious disease,"Fatigue,Dizziness",severe,Rejected
Amoxcillin60,Vaccine,Depression treatment,Insomnia,mild,Pending
Mecocillin57,Antidepressant,Fever reduction,"Rash,Diarrhea",severe,Approved
